KO	gene	gene_name	EC_name	pathway	superpathway
K02456	gspG	general secretion pathway protein G	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02457	gspH	general secretion pathway protein H	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02458	gspI	general secretion pathway protein I	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02459	gspJ	general secretion pathway protein J	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02460	gspK	general secretion pathway protein K	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02461	gspL	general secretion pathway protein L	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02462	gspM	general secretion pathway protein M	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02463	gspN	general secretion pathway protein N	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20951	bap1	extracellular matrix protein	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20952	rbmC	rugosity and biofilm structure modulator C	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10921	toxR	cholera toxin transcriptional activator	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10922	toxS	transmembrane regulatory protein ToxS	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10923	tcpN	AraC family transcriptional regulator, TCP pilus virulence regulatory protein	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10940	ompT	outer membrane protein OmpT	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K08720	ompU	outer membrane protein OmpU	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10930	tcpA	toxin coregulated pilin	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10931	tcpB	toxin coregulated pilus biosynthesis protein B	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10932	tcpC	toxin coregulated pilus biosynthesis outer membrane protein C	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10933	tcpD	toxin coregulated pilus biosynthesis protein D	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10934	tcpE	toxin coregulated pilus biosynthesis protein E	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10961	tcpI	toxin coregulated pilus biosynthesis protein I	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10962	tcpQ	toxin coregulated pilus biosynthesis protein Q	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10964	tcpS	toxin coregulated pilus biosynthesis protein S	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10965	tcpT	toxin coregulated pilus biosynthesis protein T	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10937	acfB	accessory colonization factor AcfB	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10938	acfC	accessory colonization factor AcfC	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10939	acfD	accessory colonization factor AcfD	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10928	ctxA	cholera enterotoxin subunit A	EC:2.4.2.36	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10913	hapR	TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K08604	hap	vibriolysin	EC:3.4.24.25	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K07678	barA	two-component system, NarL family, sensor histidine kinase BarA	EC:2.7.13.3	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K07689	uvrY	two-component system, NarL family, invasion response regulator UvrY	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K03563	csrA	carbon storage regulator	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02777	crr	sugar PTS system EIIA component	EC:2.7.1.-	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02779	ptsG	glucose PTS system EIICB or EIICBA component	EC:2.7.1.199	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K05851	cyaA	adenylate cyclase, class 1	EC:4.6.1.1	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10914	crp	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K03557	fis	Fis family transcriptional regulator, factor for inversion stimulation protein	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20954	acgB	diguanylate cyclase	EC:2.7.7.65	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20955	cdgK	diguanylate cyclase	EC:2.7.7.65	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20956	cdgA	diguanylate cyclase	EC:2.7.7.65	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20957	cdgH	diguanylate cyclase	EC:2.7.7.65	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20958	cdgL	diguanylate cyclase	EC:2.7.7.65	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20959	cdgM	diguanylate cyclase	EC:2.7.7.65	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20960	K20960	diguanylate cyclase	EC:2.7.7.65	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20961	vpvC	diguanylate cyclase	EC:2.7.7.65	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20962	cdgC	c-di-GMP phosphodiesterase	EC:3.1.4.52	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20963	acgA	c-di-GMP phosphodiesterase	EC:3.1.4.52	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K13246	vieA	c-di-GMP phosphodiesterase	EC:3.1.4.52	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K07181	cdgJ	c-di-GMP phosphodiesterase	EC:3.1.4.52	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20964	cdpA	c-di-GMP phosphodiesterase	EC:3.1.4.52	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20965	rocS	c-di-GMP phosphodiesterase	EC:3.1.4.52	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K20966	mbaA	c-di-GMP phosphodiesterase	EC:3.1.4.52	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K12276	mshE	MSHA biogenesis protein MshE	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10924	mshA	MSHA pilin protein MshA	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10925	mshB	MSHA pilin protein MshB	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10926	mshC	MSHA pilin protein MshC	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10927	mshD	MSHA pilin protein MshD	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10941	fleQ	sigma-54 dependent transcriptional regulator, flagellar regulatory protein	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K03092	rpoN	RNA polymerase sigma-54 factor	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K03087	rpoS	RNA polymerase nonessential primary-like sigma factor	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10942	flrB	two-component system, sensor histidine kinase FlrB	EC:2.7.13.3	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K10943	flrC	two-component system, response regulator FlrC	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02405	fliA	RNA polymerase sigma factor for flagellar operon FliA	NA	Biofilm formation - Vibrio cholerae	Cellular community - prokaryotes
K02660	pilJ	twitching motility protein PilJ	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K02659	pilI	twitching motility protein PilI	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K06596	chpA	chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K06598	chpC	chemosensory pili system protein ChpC	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K02658	pilH	twitching motility two-component system response regulator PilH	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K02657	pilG	twitching motility two-component system response regulator PilG	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K01768	E4.6.1.1	adenylate cyclase	EC:4.6.1.1	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K03651	cpdA	3',5'-cyclic-AMP phosphodiesterase	EC:3.1.4.53	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K10914	crp	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K10941	fleQ	sigma-54 dependent transcriptional regulator, flagellar regulatory protein	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K20968	exsA	AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K13060	lasI	acyl homoserine lactone synthase	EC:2.3.1.184	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K18304	lasR	LuxR family transcriptional regulator, quorum-sensing system regulator LasR	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K13061	rhlI	acyl homoserine lactone synthase	EC:2.3.1.184	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K18099	rhlR	LuxR family transcriptional regulator, quorum-sensing system regulator RhlR	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K18100	rhlA	rhamnosyltransferase subunit A	EC:2.4.1.-	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K18101	rhlB	rhamnosyltransferase subunit B	EC:2.4.1.-	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K12990	rfbF	rhamnosyltransferase	EC:2.4.1.-	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K01657	trpE	anthranilate synthase component I	EC:4.1.3.27	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K01658	trpG	anthranilate synthase component II	EC:4.1.3.27	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K18000	pqsA	anthranilate-CoA ligase	EC:6.2.1.32	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K18001	pqsB	2-heptyl-4(1H)-quinolone synthase subunit PqsB	EC:2.3.1.230	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K18002	pqsC	2-heptyl-4(1H)-quinolone synthase subunit PqsC	EC:2.3.1.230	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K18003	pqsD	anthraniloyl-CoA anthraniloyltransferase	EC:2.3.1.262	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K20257	pqsE	2-aminobenzoylacetyl-CoA thioesterase	EC:3.1.2.32	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K17940	pqsH	2-heptyl-3-hydroxy-4(1H)-quinolone synthase	EC:1.14.13.182	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K19735	mvfR	LysR family transcriptional regulator, quorum-sensing system regulator MvfR	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K07678	barA	two-component system, NarL family, sensor histidine kinase BarA	EC:2.7.13.3	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K20971	ladS	two-component system, sensor histidine kinase LadS	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K20972	retS	two-component system, sensor histidine kinase RetS	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K07689	uvrY	two-component system, NarL family, invasion response regulator UvrY	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K03563	csrA	carbon storage regulator	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K20973	sagS	two-component system, sensor histidine kinase SagS	EC:2.7.13.3	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K20974	K20974	two-component system, sensor histidine kinase	EC:2.7.13.3	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K20975	K20975	two-component system, sensor histidine kinase	EC:2.7.13.3	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K20976	hptB	histidine phosphotransfer protein HptB	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K20977	hsbR	two-component system, HptB-dependent secretion and biofilm response regulator	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K20978	hsbA	HptB-dependent secretion and biofilm anti anti-sigma factor	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K02398	flgM	negative regulator of flagellin synthesis FlgM	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K02405	fliA	RNA polymerase sigma factor for flagellar operon FliA	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11912	ppkA	serine/threonine-protein kinase PpkA	EC:2.7.11.1	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11915	stp1	serine/threonine protein phosphatase Stp1	EC:3.1.3.16	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11890	impM	type VI secretion system protein ImpM	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11891	impL	type VI secretion system protein ImpL	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11893	impJ	type VI secretion system protein ImpJ	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11913	fha1	type VI secretion system protein	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11902	impA	type VI secretion system protein ImpA	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11901	impB	type VI secretion system protein ImpB	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11900	impC	type VI secretion system protein ImpC	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11903	hcp	type VI secretion system secreted protein Hcp	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11895	impH	type VI secretion system protein ImpH	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K11907	vasG	type VI secretion system protein VasG	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
K13487	wspA	methyl-accepting chemotaxis protein WspA	NA	Biofilm formation - Pseudomonas aeruginosa	Cellular community - prokaryotes
